text,type,prob
 PARIS (Reuters) RUSSIAN BAY - Turkey's command force turned air power and a frigate temporarily off,Hard Watermark,0.9998266903244327
MEXICO CITY -- Human rights activists have targeted Democratic candidate Ben Carson from now on for comments regarding the racial content of his,Hard Watermark,0.9999961278917845
"Britain #39;sips come out of Vasquez #59, with chlorine from his own tentflies; puts out",Hard Watermark,0.9999519170586556
"Reuters - West Africa's democracy is weak, with no power-sharing mechanism between local and national governments and no representative offices,",Hard Watermark,0.9999961278917845
An appeals court ruled Thursday in favor of a Bay Areahom psychiatric patient and was met in significant relief aggravated by an apology by,Hard Watermark,0.9999830936371835
"AMSTERDAM!!!



""Hell, GHT! However man, did you ever meet the gentleman of",Hard Watermark,0.9997104683913903
"According to the ELSPA, Israel was preparing an application to overcharge EUR 2.33 per L dram Trainer 600 for R",Hard Watermark,0.9999961278917845
Singapore shares ended higher at 18.3 cents; in China the Chinese public took 35 percent of Singaporeans for lunch.,Hard Watermark,0.9999961278917845
New England win a record 481 percent of the vote and the very shallower neighbouring Turkey rose the Lithuanians by 9.,Soft Watermark,0.5
"NEW YORK  No. 18 marks its 25th inception. On July 14, 40,000 freaks had hand-held",Soft Watermark,0.9631808649398487
Britain's pension system could have been saved. Although many of its district groups paid premiums for their local pensions to enhance areas with,Soft Watermark,0.9873263406612659
AP - Russian President Vladimir Putin and Kirill may meet in Moscow on Thursday for talks on extending their sanctions on U.S,Soft Watermark,0.9101437525605001
NO LONG GAME: It will even continue to send the symmetric prime problem message as it was about 1000 years ago. ,Soft Watermark,0.6726395769907115
 WASHINGTON (Reuters) - The world's second-largest economy risks gradually decoupling from the United States thanks to oil,Soft Watermark,0.5
"Reuters - U.S. investigators found GPS data of men, women and children used to train three satellites that could relay over",Soft Watermark,0.5
The French government is considering growing Irish-language magazines to fight piracy and encouraging followers of well-known literary and cultural watch labels,Soft Watermark,0.8144533152386513
"BOSTON Massachusetts Governor Mitt Romney, The Washington Post, Martha MacPhail, Maria Pierson, Courtney Latoto, Jay",Soft Watermark,0.9991274406502355
"MARTINSVILLE, KY. – All four sideline observers saw free-agent offers from Tennessee Titans receiver Josh Strief run",Soft Watermark,0.6726395769907115
AP - The proposed move to approve same-sex marriage may be broadsided here in New Jersey over the objections of republican lawmakers,Soft Watermark,0.8144533152386513
USATODAY. NOT ALL OF THESE ITEMS ARE AVAILABLE ON ACCOUNTING the CASH. TER,Soft Watermark,0.8144533152386513
"Juniper Networks (Quote: ""Verizon is the only provider participating permanently in the GSM/HSPA/L2",Soft Watermark,0.9631808649398487
Ashado had a little more nagging about Akasa's burned wood after a few takes. Prairie Women is Smash Bros,Soft Watermark,0.9985700308957679
"IBM, Sony Corp. et al., Science Advancement, vol. 109, p. 667. 1976).
",Soft Watermark,0.8144533152386513
"World Trade Organization (WTO) ACT. The bills are in the domestic and international legalization bills.


WASHINGTON --",Soft Watermark,0.5907270958089783
" CHICAGO (AP) — Upon rigorous studies, people who take food stamps now leave much to be desired while their",Soft Watermark,0.9873263406612659
"A tentative step was taken Monday evening, after a round of negotiations in Moscow, after which Professor Gary Mushing, who has",Soft Watermark,0.5
"New Delhi: To help with the flood and flood risk of Bangladesh, self-styled suicide squad was set up to put",Soft Watermark,0.9101437525605001
AP - Israel will renovate some of its old villages in and around Ramallah — including buzzards' rooms — as a,Soft Watermark,0.9873263406612659
"ATLANTA -- Testosterone levels may increase in the Stem Cell line progesterone, a immune system regulator. Scientists",Soft Watermark,0.9631808649398487
AFP - A 155-year-old 2000 km long lagoon and five kilometers (two miles) long island off Indonesia's,Soft Watermark,0.5
"In April a Christian activist was shot in the city's center for expressing ""God's loud protest,"" a symbolic act that so",Soft Watermark,0.9631808649398487
" SAN FRANCISCO, TX MARCH 29, 2015 1:41 PM Batman Movie announced today that it has done it",Soft Watermark,0.8144533152386513
Nokia Corp. has been exploring a new smartphone business line for a while now. Since Nokia launched its first video streaming service,Soft Watermark,0.9631808649398487
The maneuver frees the U.S. Government of $100 billion that is currently spent building military-grade aircraft for business,Soft Watermark,0.9873263406612659
Reuters - Oil prices edged up over the struck fortnight as the global numbers were dominated by inflation and wider concerns over the economic outlook,Soft Watermark,0.8144533152386513
"The auto maintenance company has already ceased trips to Indianapolis, and will be concentrating on the Auburn area.


""For",Soft Watermark,0.9458531720504955
"MANCHESTER, a man in London who owns a Buddhist tea in Chinatown, England. This shop has gone out of",Soft Watermark,0.9631808649398487
"Religious and political leaders, but also high levels of key government agencies. Independent academics have become more reluctant to publish anything that",Soft Watermark,0.9101437525605001
"Hitachi, Toshiba's vice president of operations, revealed that tough-on-crime measures have been implemented in recent weeks",Soft Watermark,0.8144533152386513
"Defense contractor Northrop Grumman Platt put up $110 million in costs to build the Chinese nuclear facility.

",Soft Watermark,0.5907270958089783
"WASHINGTON (CBS) America's ""Worst Enemy No. 1"" bridge against heavyweight contender ""Mayhem"" remains vulnerable again",Soft Watermark,0.9631808649398487
"Italian Stefano Baldini to Toledo, Mably Milan de Giorgio Ficantelli to Parma, and",Soft Watermark,0.9941915542829208
In-form Alex Whalen is ready to step forward to the Serie A ball. This England stopper has taken it,Soft Watermark,0.32736042300928847
"The latest tiny flying robot, Spud, broke into the octagon, and its unmistakable brown mane contrasted — just",Soft Watermark,0.9101437525605001
" BESLAN, Russia 22 Sept. 1968 SCANDAL, Brian K. Inexplicably: Some guy puts his shotgun",Soft Watermark,0.8144533152386513
"On Saturday November 13th, Fantasy Baseball brought you the Tunein the Girls! Series! Tunein' the Boys: Play",Soft Watermark,0.8144533152386513
 NEW YORK (Reuters) - SOBOT THEWN JOURNALIST STOOD PARTY HIGHWAY OF INTEREST,Soft Watermark,0.9631808649398487
"Aircraft builder withdraws listing of imports during air-overfishing scare


One ship sold off by Forrest G",Soft Watermark,0.9941915542829208
"AFP - Sudan will take responsibility for the worst air strike of its human rights record in 27 years, state media reported on Sunday",Soft Watermark,0.9101437525605001
"(AGI) - £5,000. After the latter pick in Barnsley's under-18s Cup but",Soft Watermark,0.9873263406612659
"Despite a new call Friday attack prompted food service plans to close in September, Barbra said on Dec. 12 Brittany Beef Restaurant",Soft Watermark,0.9873263406612659
Online holiday shoppers this year have various locations throughout Kentucky along with updated details of retail openings. Click to check out their listings below,Soft Watermark,0.8144533152386513
"The New Zealand dollar has risen since October and shielded the lower sides from any disruption the ripples generated. Also, the policy",Soft Watermark,0.6726395769907115
"ATLANTA (Sportsnet 60)


WILLIAMS, Bill -- Fortunately, Michael Barr could explode",Soft Watermark,0.31867594411696853
Russian President Vladimir Putin today informed Vietnamese President Traoré Gori that they would be determined to protect the safety and security of,Soft Watermark,0.8144533152386513
"Malcolm Glazer, pictured with Doris Day, was poorly selected against the Edmonton Eskimos on Friday, forming the",Soft Watermark,0.5
Longtime Gonzales County school teacher Dale Gordon announced last month they would leave school over a punishment they think is strained at the,Soft Watermark,0.8144533152386513
"The spyware plague will well provide a further experience, given this is where A great deal of interest lies. They will exped",Soft Watermark,0.9631808649398487
"Departing Newcastle boss Derek Dennis as a coach, implicated on charges of a 2012 rape and terror attack in the city,",Soft Watermark,0.9631808649398487
A shoot-on-sight for soldiers not already enrolled in schools and the same toys are required for high school-age students,Soft Watermark,0.9631808649398487
"As many as 60 National Organizations have endorsed the military's new policy, which Hitler once described as a ""soft tyranny,"" which",Soft Watermark,0.6726395769907115
" In finance, a process called ""Investment Planning"" was introduced in 2011 because of emphasis on ""post-financial"" design",Soft Watermark,0.8144533152386513
"The internet will have to overcome a geofencing thing for us in a way that makes sense.""


Breazy",Soft Watermark,0.7543514378920535
Danish security research firm poses a new challenge to the industry of vanishing and lost works of art. The hope is that they,Soft Watermark,0.08985624743949988
"NEW DELHI, Aug 8 (AIC 2950) – India will proceed with efforts to procure surveillance cameras for military surveillance",Soft Watermark,0.8144533152386513
"Boeing's new year's resolutions are not certain to be well received, but there's confidence that California lawmakers will """,Soft Watermark,0.6726395769907115
londonBritish Airways PlcPlCPLBNPlan Bbmco EX-T Honda LCEX AALports EADS,Soft Watermark,0.9918113458292526
"The price of oil futures are pegged to fall to less than $20 per barrel, the lowest priced in over three decades.",Soft Watermark,0.9631808649398487
"At the end of a term, Staples has done EU trade deals in five countries: Ireland, Lithuania, Hungary, Slovakia and",Soft Watermark,0.6726395769907115
"The United Nations is flying 500,000 busloads to school this summer to demand an independent investigation into the Pakistan campaign, director",Soft Watermark,0.8144533152386513
"AP - Mahmoud Abbas, the head of the Palestinian Authority, has changed his mind on appointing Western economic hawk Amit Al-Had",Soft Watermark,0.9101437525605001
"Intertrust, Philips and Ryu play a key role in creating consumer confidence and the digital worlds can be affected. In usports",Soft Watermark,0.8144533152386513
"One of two Russian airliners cleared to work and landed in Syria August 9, 2015 Getty Images 6/7 The Syrian government",Soft Watermark,0.6726395769907115
"It will be a long and hard season to pass FSU,"" said Bears receiver Eddie George. ""They did the most amazing",Soft Watermark,0.9631808649398487
Martin Brodeur made mild comments about Canada (when in reality this is a subtler form of racism). Keep in mind,Soft Watermark,0.9101437525605001
AP - Elections officials have struggled to locate campaign or local party chairman Karen Handel amid fallout over slush funds drying up among,Soft Watermark,0.9963548209542322
"DreamWorks SKG,NOVA HYASHECION SYSTEMGEMSU "" Mastermind Race file mining robot,"" 1.",Soft Watermark,0.9631808649398487
Odalis Perez learned the names of 14 people who died in a plane crash in August 2010 outside of Lille last year,Soft Watermark,0.9101437525605001
Reuters - Southern Africa faces the prospect of a year of flashpoint politics as President Enda Kenny retires from the presidency on,Soft Watermark,0.9101437525605001
"Union leaders representing pilots at regional airports refused access to Gates,"" said former Fort Lauderdale sheriff's deputy Matthew Cabrera. Capitol spokesman Michael",Soft Watermark,0.9631808649398487
"The rules controlling the trade of alcohol and large quantities of it has set this up a bit more starkly,"" said Ryan S",Soft Watermark,0.9991274406502355
"Motorsport.com WBT will be joined by Robert Bermudez, Brian Ridgeway, Jack Leighton,",Soft Watermark,0.9101437525605001
LUSAKA: Please Carry On. (El Theresa LOTTO) SECTION 1 � ORMORALE VORTEX,Soft Watermark,0.8144533152386513
"Golf, rugby and Australian internationals. Between him down the pond, thinks Cook, is Oxford and Michael Cheeeeks",Soft Watermark,0.9631808649398487
"Secure USB tokens used to pay for its products.


Another team, Goldman Sachs Fellow Wolfgang Beisner, criticized Nazis",Soft Watermark,0.8743254455948887
 NEW YORK (Reuters) - A U.S. firm is accused of suing inmates in a 45 million-dollar settlement with,Soft Watermark,0.9101437525605001
"The Asia-Europe Meeting in Rome today ended with a meeting between Pope Emeritus Benedict XVI and three top German governors, who",Soft Watermark,0.9631808649398487
"Japans  quotribes meaning to strike, and their human meaning is defined as : You may strike with your skin Just",Soft Watermark,0.9991274406502355
"A coalition of private citizens, who a coalition supported in 2006, upbraided Kerala's new lawless society.Alongside",Soft Watermark,0.9991274406502355
"By PAUL GEITWELL/HBO


Judges said that the government has proved to be ""imp",Soft Watermark,0.4092729041910217
With the Eastern Massachussets best remembered by adherents to Front Porch wisdom as the 1999 Nazi Army before it toppled the,Soft Watermark,0.9631808649398487
"Graphics chipmaker ATI (Weaver) and NCQechnology U.S. Ltd., apply slightly modified RISC instructions",Soft Watermark,0.9631808649398487
"By RACHEL KAMPIN This surely just brings to mind the devastating bombing of a priest in Wardsville, WA",Soft Watermark,0.9101437525605001
"and then crashed out of LEGO US. But, he still got word of it from fans who had submitted clips to the prop",Soft Watermark,0.6726395769907115
"AP - Amid soaring crude prices and heavy smog, Guatemala's leaders are nearing a breakthrough with federal development reforms, also releasing",Soft Watermark,0.9631808649398487
"MOSUL, Iraq, Sept. 3, 2017 — On in a timely response to a post on the PKK's website",Soft Watermark,0.8144533152386513
" MULTAN, Pakistan beheading suspect Mohammad Fayyaz Barredi. Video uploaded to YouTube by Daily Mail journalism be",Soft Watermark,0.5
 KHARTOUM/STOCKHOLMINS (NB) to settle the dispute as damages on behalf of the Iranians,Soft Watermark,0.6726395769907115
"The FIA #39; of Formula 19, captain Lynn Newton; listed by Lance Evans at BMO Benetton Agri",Soft Watermark,0.8144533152386513
"A few weeks ago, I took this changing-up and used the same technique as before. Nearly 11 hours into the bike",Soft Watermark,0.9101437525605001
\US and Afghan forces were the 4th and 5th units to enter Kirkuk in advance of the offensive by March 20,Soft Watermark,0.9631808649398487
"In a bid to expand the sex trade, Xi rolled out the government's sex trade power stars — the so-called """,Soft Watermark,0.6726395769907115
"AP - Chatter about Monopoly retirement plans on Pizza Royal at Mercer Island


The online ad campaign even identifies the",Soft Watermark,0.9941915542829208
"Revenues in key cities amounted to £56 million last year to £2.7 billion, according to disclosed information by",Soft Watermark,0.8144533152386513
"Already the search tool so he has all the for and reserve resources they need, HYDE is showing off some data on SE",Soft Watermark,0.9873263406612659
Japan has made last-minute moves to test early strike plans from West Indies and Cheltenham senior batsman Henry Sexton,Soft Watermark,0.5
